title,ingr_full,quant,units,cut,ingr,category
oo-la-la-french-toast-strata,"1/3 cup splenda\xae no calorie sweetener, granulated",0.33,cups,,sugar,
oo-la-la-french-toast-strata,"1 tablespoon splenda\xae no calorie sweetener, granulated",1,tablespoons,,sugar,
orange-french-toast,2 tablespoons sugar,2,tablespoons,,sugar,
orange-pecan-french-toast,3 tablespoons white sugar,3,tablespoons,,sugar,
overnight-blueberry-french-toast,1 cup white sugar,1,cups,,sugar,
overnight-caramel-french-toast,1/4 cup sugar,0.25,cups,,sugar,
overnight-french-toast,1/3 cup sugar,0.33,cups,,sugar,
pbj-french-toast,1/4 cup white sugar,0.25,cups,,sugar,
peanut-butter-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
pecan-french-toast,1/4 cup white sugar,0.25,cups,,sugar,
pineapple-stuffed-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
poppy-seed-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
portuguese-bread-french-toast,1/4 cup white sugar,0.25,cups,,sugar,
raspberry-cheesecake-stuffed-french-toast,1 cup white sugar,1,cups,,sugar,
raspberry-stuffed-french-toast-with-custard-sauce,1/2 cup sugar,0.5,cups,,sugar,
simple-french-toast-in-a-cup,1/4 teaspoon white sugar,0.25,teaspoons,,sugar,
smuckers-stuffed-french-toast,2 tablespoons sugar,2,tablespoons,,sugar,
snow-day-french-toast,1 cup white sugar,1,cups,,sugar,
strawberry-banana-french-toast,1 cup sugar,1,cups,,sugar,
strawberry-cheesecake-french-toast,1/2 cup white sugar,0.5,cups,,sugar,
strawberry-cheesecake-french-toast,3/4 cup white sugar,0.75,cups,,sugar,
strawberry-cream-cheese-french-toast,1 cup white sugar,1,cups,,sugar,
strawberry-french-toast,1/2 cup white sugar,0.5,cups,,sugar,
strawberry-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
strawberry-french-toast,1 1/2 teaspoons white sugar,0.5,teaspoons,,sugar,
strawberry-ricotta-stuffed-whole-grain-french-toast,2 teaspoons granulated sugar,2,teaspoons,,sugar,
stuffed-french-toast,2 teaspoons sugar,2,teaspoons,,sugar,
stuffed-french-toast-with-fresh-berry-topping,2 tablespoons granulated sugar,2,tablespoons,,sugar,
three-cheese-stuffed-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
toffee-apple-french-toast,1/4 cup sugar,0.25,cups,,sugar,
vanilla-french-toast,2 tablespoons sugar,2,tablespoons,,sugar,
whole-grain-french-toast-and-tropical-fruit-kabobs,1 tablespoon granulated sugar,1,tablespoons,,sugar,
wife-saver-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
yummy-french-toast,2 tablespoons granulated sugar,2,tablespoons,,sugar,
cheesy-french-toast,1 cup shredded swiss cheese,1,cups,,swiss cheese,
baked-french-swirl-toast,syrup,,,,syrup,
chocolate-banana-french-toast,"maple syrup, chocolate syrup",,,,syrup,
make-ahead-cinnamon-french-toast,maple syrup (optional),,,,syrup,
peanut-butter-crunch-french-toast,"maple syrup, for serving",,,,syrup,
stuffed-french-toast-with-fresh-berry-topping,"maple syrup, heated",,,,syrup,
apple-cinnamon-french-toast,3 tablespoons maple flavored pancake syrup,3,tablespoons,,syrup,
apple-raisin-french-toast-strata,1/4 cup maple syrup,0.25,cups,,syrup,
baked-blueberry-french-toast,1/3 cup maple syrup,0.33,cups,,syrup,
baked-cinnamon-french-toast,"1/2 cup maple syrup, warmed",0.5,cups,,syrup,
baked-french-toast,maple syrup,,,,syrup,
baked-french-toast,3 tablespoons light corn syrup,3,tablespoons,,syrup,
baked-french-toast-with-home-style-syrup,2/3 cup light corn syrup,0.67,cups,,syrup,
baked-french-toast-with-home-style-syrup,"1 tablespoon butter or margarine, syrup:",1,tablespoons,,syrup,
baked-french-toast-with-maple-syrup-and-granola,1/2 cup maple syrup,0.5,cups,,syrup,
banana-raisin-french-toast,1 1/2 tablespoons maple syrup or honey,0.5,tablespoons,,syrup,
blueberry-french-toast,1/3 cup maple syrup,0.33,cups,,syrup,
blueberry-stuffed-french-toast,1/3 cup maple syrup,0.33,cups,,syrup,
caramel-french-toast,2 tablespoons light corn syrup,2,tablespoons,,syrup,
cheddar-french-toast-with-dried-fruit-syrup,1 1/2 cups maple syrup,0.5,cups,,syrup,
creme-brulee-french-toast,2 tablespoons corn syrup,2,tablespoons,,syrup,
creme-brulee-french-toast,2 tablespoons corn syrup,2,tablespoons,,syrup,
creme-brulee-french-toast,2 tablespoons corn syrup,2,tablespoons,,syrup,
easy-french-toast-waffles,1 tablespoon maple syrup,1,tablespoons,,syrup,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 cup maple flavor syrup,0.5,cups,,syrup,
fantastic-french-toast,3/4 cup maple-flavored syrup,0.75,cups,,syrup,
french-toast-fruit-kabobs-with-dip,1 teaspoon maple syrup,1,teaspoons,,syrup,
french-toast-souffle,1/2 cup maple syrup,0.5,cups,,syrup,
french-toast-strata,3/4 teaspoon imitation maple flavor,0.75,teaspoons,,syrup,
french-toast-strata-with-apples-and-raisins,1/4 cup maple syrup,0.25,cups,,syrup,
french-toast-strata-with-apples-and-raisins-1,1/4 cup maple syrup,0.25,cups,,syrup,
french-toast-with-maple-apples,3/4 cup pure maple syrup,0.75,cups,,syrup,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,"6 tablespoons frozen (thawed) sugar-free whipped topping, sugar-free maple-flavored syrup, if desired",6,tablespoons,,syrup,
french-toast-with-peanut-butter-maple-syrup,1/4 cup maple syrup,0.25,cups,,syrup,
ham-and-provolone-stuffed-french-toast,1/4 cup pure maple syrup,0.25,cups,,syrup,
hazelnut-french-toast,"1/2 cup maple syrup, or to taste",0.5,cups,,syrup,
make-ahead-french-toast,2 tablespoons maple syrup,2,tablespoons,,syrup,
orange-pecan-french-toast,2 tablespoons light corn syrup,2,tablespoons,,syrup,
oven-baked-caramel-french-toast,1 tablespoon light corn syrup,1,tablespoons,,syrup,
oven-baked-caramel-french-toast,2 tablespoons light corn syrup,2,tablespoons,,syrup,
overnight-apple-cinnamon-french-toast,1/2 cup maple syrup,0.5,cups,,syrup,
overnight-blueberry-french-toast,1/3 cup maple syrup,0.33,cups,,syrup,
overnight-caramel-french-toast,2 tablespoons light corn syrup,2,tablespoons,,syrup,
overnight-eggnog-french-toast,2 tablespoons light corn syrup,2,tablespoons,,syrup,
overnight-french-toast,1/2 cup light corn syrup,0.5,cups,,syrup,
overnight-french-toast-i,1/3 cup maple syrup,0.33,cups,,syrup,
overnight-french-toast-ii,2 tablespoons corn syrup,2,tablespoons,,syrup,
overnight-gingerbread-french-toast,1/4 cup maple syrup,0.25,cups,,syrup,
praline-pecan-french-toast,1/2 cup maple syrup,0.5,cups,,syrup,
praline-pecan-french-toast,1/2 cup maple syrup,0.5,cups,,syrup,
skiers-french-toast,2 tablespoons light corn syrup,2,tablespoons,,syrup,
strawberry-cream-cheese-french-toast,"1/3 cup pure maple syrup, sauce:",0.33,cups,,syrup,
stuffed-french-toast,2 tablespoons maple-flavored or pancake syrup,2,tablespoons,,syrup,
sweet-french-toast,2 1/2 tablespoons maple syrup,1,tablespoons,,syrup,
valentines-day-french-toast,"2 tablespoons maple syrup, or to taste, warmed",2,tablespoons,,syrup,
waffled-french-toast,1/4 cup reduced-calorie pancake syrup,0.25,cups,,syrup,
wife-saver-french-toast,1/2 cup light corn syrup,0.5,cups,,syrup,
incredibly-sweet-and-aromatic-french-toast,12 thick slices texas toast,12,slices,,texas toast,bread
vanilla-almond-spiced-french-toast,8 thick slices slightly stale texas toast,8,slices,,texas toast,bread
toffee-apple-french-toast,1/2 cup english toffee bits or almond brickle chips,0.5,cups,,toffee,
cheesy-french-toast,1 cup tomato chutney,1,cups,,tomato chutney,
make-ahead-cinnamon-french-toast,1/4 teaspoon vanilla extract,0.25,teaspoons,,vanilla,
a-surprise-inside-french-toast,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
almond-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
amazing-slow-cooker-french-toast,"1 teaspoon vanilla extract, or to taste",1,teaspoons,,vanilla,
apple-cinnamon-baked-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
apple-pie-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
apres-ski-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
bacon-crusted-fruit-stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
baked-apple-cinnamon-french-toast,1 1/2 teaspoons vanilla extract,0.5,teaspoons,,vanilla,
baked-blueberry-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
baked-cinnamon-apple-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
baked-cinnamon-french-toast,1 1/2 teaspoons vanilla,0.5,teaspoons,,vanilla,
baked-coconut-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
baked-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
baked-french-toast,1 tablespoon vanilla,1,tablespoons,,vanilla,
baked-french-toast,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
baked-french-toast,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
baked-french-toast-by-marzetti,1 teaspoon pure vanilla extract,1,teaspoons,,vanilla,
baked-french-toast-with-home-style-syrup,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
baked-french-toast-with-orange-syrup,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
banana-and-nutella-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
banana-bread-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
banana-french-toast-breakfast-sandwiches,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
banana-french-toast-breakfast-sandwiches,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
banana-stuffed-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
bananas-foster-french-toast,1 1/2 tablespoons vanilla extract,0.5,tablespoons,,vanilla,
blueberry-french-toast-cobbler,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
blueberry-stuffed-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
captains-crunch-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
caramel-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
caribbean-cruise-stuffed-french-toast,"1 1/2 teaspoons vanilla, divided",0.5,teaspoons,,vanilla,
chef-johns-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
chocolate-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
chucks-molasses-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
cinnamon-and-sugar-french-waffle-toast,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
creme-brulee-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
creme-brulee-french-toast,2 teaspoons archer farms\u2122 vanilla,2,teaspoons,,vanilla,
creme-brulee-french-toast,2 teaspoons archer farms\u2122 vanilla,2,teaspoons,,vanilla,
crispy-baked-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
crispy-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
crispy-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
crunchy-baked-french-toast,1 1/2 teaspoons vanilla extract,0.5,teaspoons,,vanilla,
crunchy-raisin-bread-french-toast,1 teaspoon vanilla,1,teaspoons,,vanilla,
easy-baked-banana-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
easy-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
easy-french-toast-waffles,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 teaspoon vanilla,0.5,teaspoons,,vanilla,
eggnog-french-toast,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
fantastic-french-toast,"1 teaspoon vanilla, dash salt",1,teaspoons,,vanilla,
fluffy-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
freezer-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
french-toast-corners,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
french-toast-cups-topped-with-nutella,1 teaspoon pure vanilla extract,1,teaspoons,,vanilla,
french-toast-i,"1 teaspoon vanilla extract (optional), salt to taste",1,teaspoons,,vanilla,
french-toast-souffle,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
french-toast-stars,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
french-toast-with-almonds,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
french-toast-with-maple-apples,1 teaspoon pure vanilla extract,1,teaspoons,,vanilla,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 teaspoon vanilla,1,teaspoons,,vanilla,
french-toast-with-peanut-butter-maple-syrup,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
fruity-french-toast-sandwiches,1/8 teaspoon vanilla extract,0.13,teaspoons,,vanilla,
gils-brioche-french-toast,1 teaspoon vanilla extract (optional),1,teaspoons,,vanilla,
granola-peanut-butter-french-toast,1 teaspoon vanilla,1,teaspoons,,vanilla,
holiday-morning-french-toast,1 tablespoon mccormick\xae pure vanilla extract,1,tablespoons,,vanilla,
incredibly-sweet-and-aromatic-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
jacks-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
karens-baked-banana-stuffed-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1 teaspoon vanilla,1,teaspoons,,vanilla,
lorena-garcias-crispy-french-toast,2 tablespoons vanilla extract,2,tablespoons,,vanilla,
make-ahead-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
mascarpone-stuffed-french-toast-with-peaches,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
mccormick-stuffed-french-toast,"1 1/2 teaspoons mccormick\xae pure vanilla extract, divided",0.5,teaspoons,,vanilla,
no-fry-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
nutella-stuffed-french-toast,"1/4 teaspoon vanilla extract, cooking spray",0.25,teaspoons,,vanilla,
oo-la-la-french-toast-strata,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
orange-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
orange-pecan-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
original-recipe-french-toast,1/2 teaspoon vanilla,0.5,teaspoons,,vanilla,
oven-baked-caramel-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
overnight-apple-cinnamon-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
overnight-blueberry-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
overnight-caramel-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
overnight-french-toast,1 1/2 teaspoons vanilla extract,0.5,teaspoons,,vanilla,
overnight-french-toast-ii,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
patriotic-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
pbj-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
peach-french-toast,"1 tablespoon vanilla extract, ground cinnamon",1,tablespoons,,vanilla,
peanut-butter-crunch-french-toast,2 teaspoons pure vanilla extract,2,teaspoons,,vanilla,
peanut-butter-french-toast,1/2 teaspoon vanilla extract (optional),0.5,teaspoons,,vanilla,
pecan-french-toast,1/4 teaspoon vanilla extract,0.25,teaspoons,,vanilla,
pineapple-sage-scented-challah-french-toast,1 splash vanilla extract,1,splash,,vanilla,
pineapple-stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
poppy-seed-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
praline-pecan-french-toast,2 tablespoons vanilla extract,2,tablespoons,,vanilla,
praline-pecan-french-toast,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
pumpkin-pie-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
raspberry-cheesecake-stuffed-french-toast,2 tablespoons vanilla extract,2,tablespoons,,vanilla,
raspberry-stuffed-french-toast-with-custard-sauce,2 teaspoons vanilla,2,teaspoons,,vanilla,
reduced-fat-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
simple-french-toast-in-a-cup,1/4 teaspoon vanilla extract,0.25,teaspoons,,vanilla,
skiers-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
smuckers-stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
smuckers-stuffed-french-toast,"1 teaspoon vanilla extract, toast:",1,teaspoons,,vanilla,
stouffers-baked-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
strawberry-banana-french-toast,1 tablespoon vanilla extract,1,tablespoons,,vanilla,
strawberry-cheesecake-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
strawberry-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
strawberry-ricotta-stuffed-whole-grain-french-toast,"1/2 teaspoon vanilla extract, divided",0.5,teaspoons,,vanilla,
stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,,vanilla,
stuffed-french-toast-i,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
stuffed-french-toast-with-fresh-berry-topping,2 teaspoons vanilla extract,2,teaspoons,,vanilla,
sweet-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
toffee-apple-french-toast,"2 teaspoons vanilla extract, divided",2,teaspoons,,vanilla,
vanilla-almond-spiced-french-toast,1 teaspoon double-strength imitation vanilla extract (such as goodman's route 66),1,teaspoons,,vanilla,
vanilla-french-toast,1 tablespoon spice islands\xae pure vanilla extract,1,tablespoons,,vanilla,
whole-grain-french-toast-and-tropical-fruit-kabobs,"1 teaspoon vanilla extract, divided",1,teaspoons,,vanilla,
whole-grain-french-toast-with-nutmeg-scented-fruit,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
wife-saver-french-toast,1 teaspoon vanilla extract,1,teaspoons,,vanilla,
yummy-french-toast,1 teaspoon vanilla,1,teaspoons,,vanilla,
cheddar-french-toast-with-dried-fruit-syrup,1/4 cup chopped walnuts,0.25,cups,,walnuts,
pumpkin-pie-french-toast,1/4 cup finely chopped walnuts,0.25,cups,,walnuts,
smuckers-stuffed-french-toast,1/2 cup chopped walnuts or pecans,0.5,cups,,walnuts,
apple-pie-french-toast,1/4 cup water,0.25,cups,,water,
baked-french-toast-by-marzetti,2 tablespoons water,2,tablespoons,,water,
baked-french-toast-with-home-style-syrup,1/2 cup water,0.5,cups,,water,
banana-french-toast-breakfast-sandwiches,1 teaspoon water,1,teaspoons,,water,
banana-french-toast-breakfast-sandwiches,1 teaspoon water,1,teaspoons,,water,
banana-stuffed-french-toast,1 teaspoon water,1,teaspoons,,water,
blueberry-french-toast,1 cup water,1,cups,,water,
blueberry-stuffed-french-toast,1 cup water,1,cups,,water,
caramelized-french-toast,1/2 cup water,0.5,cups,,water,
gils-brioche-french-toast,2 tablespoons water,2,tablespoons,,water,
overnight-blueberry-french-toast,1 cup water,1,cups,,water,
overnight-french-toast,1/2 cup water,0.5,cups,,water,
peach-french-toast,2 tablespoons water,2,tablespoons,,water,
strawberry-cheesecake-french-toast,1 cup water,1,cups,,water,
strawberry-cream-cheese-french-toast,1 cup water,1,cups,,water,
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 cup water,0.25,cups,,water,
baked-french-swirl-toast,whipped butter,,,,whipped butter,
fabulous-frosted-french-toast,"2 tablespoons frozen whipped topping, thawed",2,tablespoons,,whipped cream,
strawberry-cheesecake-french-toast,1 cup whipped cream,1,cups,,whipped cream,
stuffed-french-toast,1 cup whipping cream,1,cups,,whipping cream,
banana-french-toast-breakfast-sandwiches,12 slices sara lee\xae soft &amp,12,slices,,white bread,bread
blueberry-stuffed-french-toast,16 slices firm white bread,16,slices,,white bread,bread
caribbean-cruise-stuffed-french-toast,12 slices wonder\xae classic white sandwich bread,12,slices,,white bread,bread
cinnamon-and-sugar-french-waffle-toast,9 slices white bread,9,slices,,white bread,bread
creme-brulee-french-toast,"1 loaf archer farms\u2122 whole grain white bread, cut into 1-inch chunks",1,loaves,cubes-1”,white bread,bread
crispy-baked-french-toast,8 slices dry white bread,8,slices,,white bread,bread
crispy-french-toast,6 thick slices white bread,6,slices,,white bread,bread
eggnog-cinnamon-french-toast,12 slices firm white bread,12,slices,,white bread,bread
french-toast-and-spam-sandwiches,8 slices white bread,8,slices,,white bread,bread
french-toast-corners,6 slices white bread,6,slices,,white bread,bread
french-toast-ii,12 slices white bread,12,slices,,white bread,bread
french-toast-sandwiches,8 slices sara lee\xae soft &amp,8,slices,,white bread,bread
french-toast-stars,8 thick slices white bread,8,slices,,white bread,bread
french-toast-strata-with-apples-and-raisins,1 loaf sara lee\xae soft &amp,1,loaves,,white bread,bread
french-toast-with-almonds,12 slices sara lee\xae soft &amp,12,slices,,white bread,bread
french-toast-with-maple-apples,8 3/4-inch-thick slices of white bread,8,slices,0.75” slices,white bread,bread
french-toasted-mozzarella-and-prosciutto-sandwiches,12 slices homemade-style white bread,12,slices,,white bread,bread
german-french-toast,8 slices white bread,8,slices,,white bread,bread
gingerbread-french-toast,4 slices white bread,4,slices,,white bread,bread
italian-french-toast,12 slices white sandwich bread,12,slices,,white bread,bread
lorena-garcias-crispy-french-toast,"6 thick slices white bread, crusts removed and cut diagonally in half",6,slices,,white bread,bread
overnight-apple-cinnamon-french-toast,20 slices white bread,20,slices,,white bread,bread
poppy-seed-french-toast,12 thick slices white bread,12,slices,,white bread,bread
red-kisses-french-toast,4 slices market pantry\u2122 roundtop white sandwich bread,4,slices,,white bread,bread
reduced-fat-french-toast,6 slices reduced calorie white bread,6,slices,,white bread,bread
skiers-french-toast,"1 (1 pound) loaf unsliced white bread, with crust trimmed",1,pound,,white bread,bread
strawberry-cream-cheese-french-toast,"12 slices home-style white bread, cut into 1-inch cubes, divided",12,slices,cubes-1”,white bread,bread
sweet-french-toast,8 slices white bread,8,slices,,white bread,bread
french-toast-souffle,10 cups white bread cubes,10,cups,cubes,white bread cubes,bread
baked-apple-cinnamon-french-toast,1 (1 pound) loaf sliced whole-wheat bread,1,pound,,whole bread,bread
banana-french-toast-breakfast-sandwiches,12 slices sara lee\xae soft and smooth 100% whole wheat bread,12,slices,,whole bread,bread
cinnamon-french-toast,8 slices whole-wheat or whole-grain bread,8,slices,,whole bread,bread
crunchy-stuffed-french-toast,8 slices archer farms\u2122 100% whole wheat bread,8,slices,,whole bread,bread
cutters-french-toast,"10 slices whole wheat bread, sugar free maple syrup (optional)",10,slices,,whole bread,bread
easy-baked-banana-french-toast,"12 slices wheat bread, cubed",12,slices,,whole bread,bread
french-toast,3 slices whole-wheat bread,3,slices,,whole bread,bread
french-toast-sandwiches,8 slices sara lee\xae soft and smooth 100% whole wheat bread,8,slices,,whole bread,bread
savory-parmesan-french-toast,4 slices whole wheat bread,4,slices,,whole bread,bread
waffled-french-toast,4 slices whole wheat or white bread,4,slices,,whole bread,bread
whole-grain-french-toast-and-tropical-fruit-kabobs,yogurt (optional),,,,yogurt,
baked-blueberry-french-toast,1/2 cup fat-free plain yogurt,0.5,cups,,yogurt,
banana-raisin-french-toast,1/4 cup nonfat or low-fat plain yogurt,0.25,cups,,yogurt,
french-toast-cups-topped-with-nutella,1/3 cup plain low fat greek yogurt (2% or less m.f.),0.33,cups,,yogurt,
french-toast-fruit-kabobs-with-dip,1/4 cup plain greek style yogurt,0.25,cups,,yogurt,
lorena-garcias-crispy-french-toast,"1 cup fat-free vanilla yogurt, optional garnish: fresh mint sprigs",1,cups,,yogurt,
baked-french-swirl-toast,vanilla extract,2,teaspoons,,vanilla,
strawberry-cream-cheese-french-toast,"2 (8 ounce) packages cold cream cheese, cut into 1-inch cubes",16,ounces,,cream cheese,
